days_visited_exp_pre,days_visited_free_pre,days_visited_fs_pre,days_visited_hs_pre,days_visited_rs_pre,days_visited_vrs_pre,locale_en_US,revenue_pre,os_type_osx,os_type_windows,easier_signup,became_member,days_visited_post
6,27,11,15,16,23,0,3.77,1,0,0,0,20
12,16,14,20,14,19,1,0.51,0,0,1,1,4
20,24,25,7,16,14,1,0.53,1,0,0,0,23
27,21,23,21,2,11,0,0.0,0,1,0,0,16
15,2,9,19,3,13,0,0.82,1,0,1,0,-5
14,22,25,0,8,3,0,1807.28,1,0,1,1,21
0,9,12,23,21,4,1,0.4,0,0,1,1,-2
24,17,23,5,6,18,1,0.03,1,0,0,0,6
15,25,21,25,4,23,1,1.87,1,0,1,1,21
17,7,16,19,12,13,1,0.03,0,1,1,1,-2
18,6,4,15,17,23,1,0.04,0,1,0,0,0
8,28,27,26,0,24,1,0.17,0,1,0,0,24
8,21,4,16,11,28,0,0.05,0,1,0,0,15
5,11,17,11,21,18,1,0.2,1,0,1,1,13
6,2,28,18,27,25,1,4.13,0,0,0,0,4
20,23,25,9,19,28,0,4.11,1,0,0,0,10
21,1,6,9,28,8,0,32.59,0,0,0,0,-8
15,25,21,18,9,27,0,2.37,1,0,1,0,12
11,27,2,6,15,21,0,64.69,0,0,1,1,22
27,11,11,15,17,23,1,0.02,0,0,0,0,10
10,17,22,22,25,7,1,0.0,1,0,0,0,17
14,8,1,0,13,1,0,6.91,0,1,0,1,11
11,26,27,17,3,5,1,38.76,0,0,1,1,22
12,22,14,11,28,17,1,0.03,1,0,0,0,12
0,24,27,27,11,27,1,0.01,1,0,1,1,17
17,27,0,18,28,7,1,6.65,1,0,1,1,16
21,22,10,9,18,0,0,14.98,0,0,0,0,22
2,6,7,5,19,4,0,0.26,0,0,1,1,11
9,20,27,4,4,9,0,0.02,0,1,1,1,14
1,6,17,13,6,12,1,30.92,0,1,0,0,3
17,18,1,26,17,22,1,1.01,1,0,1,1,18
16,11,4,20,7,25,1,0.91,0,1,0,0,10
24,14,19,23,21,9,0,122.84,1,0,0,0,-1
22,19,3,25,26,5,0,95.78,0,1,1,1,14
15,27,22,0,21,9,1,1.33,0,0,1,1,27
19,13,9,4,12,20,0,0.41,1,0,0,0,16
21,7,3,15,27,11,1,0.19,0,1,1,0,4
13,24,12,19,8,2,1,27.78,0,1,1,1,8
8,6,13,4,1,22,1,5.48,0,1,0,0,10
10,23,13,0,0,23,0,145.96,0,1,0,0,20
20,23,13,16,27,15,1,0.12,0,0,1,0,15
5,26,3,20,17,5,1,8.48,0,1,0,0,8
17,5,14,25,14,28,1,0.06,1,0,0,0,9
21,7,18,16,14,18,1,1.7,1,0,0,0,4
4,0,1,3,26,10,1,0.06,0,1,1,0,-3
12,25,20,25,19,28,1,0.33,0,0,1,1,24
0,22,10,8,26,11,1,28.01,0,0,1,1,24
20,0,4,20,1,28,0,0.03,0,1,0,0,-1
13,1,23,0,26,25,1,3.7,0,0,1,0,6
23,9,0,2,10,20,1,156.56,1,0,1,1,9
19,24,2,15,21,3,0,314.6,0,1,0,0,11
28,22,28,18,12,10,1,0.04,0,1,0,0,19
12,28,14,16,15,1,1,0.07,0,0,0,0,20
26,17,0,7,1,5,1,0.04,0,0,1,1,23
13,6,15,11,10,1,1,0.05,1,0,0,0,-4
7,15,0,15,27,5,1,0.17,0,0,0,0,14
0,26,17,18,5,4,0,16.32,1,0,1,1,27
27,14,23,21,6,9,0,0.75,0,1,1,1,16
6,6,24,10,21,25,1,1.97,1,0,0,0,8
19,17,26,0,23,5,1,2.48,0,1,1,1,14
7,18,1,1,6,4,0,1.87,0,1,1,1,20
24,5,14,23,4,26,0,1.32,0,1,1,0,4
3,4,4,24,6,5,1,50.12,1,0,0,0,-4
17,11,27,27,17,8,0,0.98,0,1,1,0,5
20,10,20,24,8,12,1,0.03,0,1,0,0,11
24,26,16,1,13,17,0,0.74,0,1,1,1,16
4,17,18,24,2,1,0,10.25,0,1,1,1,22
6,2,11,15,11,8,0,0.03,0,0,1,0,-6
10,1,9,25,5,6,0,0.45,1,0,0,0,-5
12,19,12,10,2,20,0,0.02,0,1,0,0,19
8,15,8,3,2,22,0,39.46,0,1,1,1,21
8,3,12,26,14,12,0,172.92,0,0,0,0,2
26,19,14,0,17,11,0,10.9,0,1,0,0,21
21,5,9,22,20,2,1,6.37,0,1,1,0,-4
7,11,25,1,7,15,1,0.35,0,1,1,0,0
4,14,12,4,11,12,0,1.15,1,0,1,0,2
10,15,0,2,17,4,0,0.41,0,1,1,0,20
21,17,10,14,24,6,0,0.05,0,0,1,1,21
11,27,13,25,20,6,1,0.02,1,0,0,0,13
15,22,0,12,9,17,1,4.42,0,0,0,0,5
4,1,0,4,12,18,1,0.0,1,0,0,0,7
17,5,12,4,8,11,0,136.45,0,1,1,0,2
22,28,23,23,8,19,1,0.54,1,0,1,1,14
22,21,25,11,28,1,0,9.23,1,0,0,0,18
24,12,10,9,27,24,0,0.41,0,1,0,0,11
21,8,1,18,15,4,1,6.56,0,1,0,0,0
19,17,19,6,23,6,0,0.86,1,0,0,0,5
22,0,4,7,27,2,0,0.21,0,0,0,0,-5
19,25,10,2,1,8,0,1.86,0,0,0,0,8
15,9,16,2,20,1,1,16.39,0,1,1,1,0
27,16,5,7,28,25,0,18.4,0,0,0,0,3
20,16,4,8,21,14,0,0.08,0,0,1,0,10
15,19,14,28,7,9,1,374.47,0,1,1,1,10
25,14,14,6,14,19,1,0.42,0,1,0,0,12
26,3,12,12,22,28,0,0.4,1,0,0,0,11
11,23,1,14,5,24,1,26.16,0,1,1,1,25
2,17,18,17,5,18,0,0.03,0,0,0,0,16
13,4,28,28,8,26,1,0.95,0,1,0,0,-1
12,5,28,21,25,1,0,0.02,0,0,1,1,3
24,26,6,8,26,0,1,0.03,1,0,1,0,8
23,8,20,2,12,27,1,0.6,0,1,0,0,-1
19,15,9,15,9,8,0,14.46,0,1,1,1,22
26,19,7,14,24,20,0,52.43,0,1,1,1,24
18,14,18,6,26,27,0,0.33,0,0,1,1,3
20,3,10,11,4,16,1,12.15,0,1,0,0,12
12,20,4,3,9,14,0,4.43,1,0,0,0,5
14,22,23,7,11,10,0,0.7,0,1,1,0,7
21,7,3,27,9,7,0,0.26,0,1,1,0,-3
23,9,4,20,10,2,0,58.82,0,1,1,1,-1
23,20,25,24,6,14,0,0.18,0,0,0,0,23
24,10,5,6,15,2,1,0.18,0,1,0,0,3
4,19,15,12,9,15,1,280.17,0,1,1,0,17
20,24,4,12,16,22,0,1.6,1,0,1,1,19
17,2,5,23,26,5,1,6.93,1,0,0,0,-2
6,6,8,9,17,10,0,0.05,0,0,1,0,0
20,12,23,20,17,2,1,0.55,0,0,1,1,12
17,12,26,21,22,2,0,1.03,1,0,1,1,16
27,12,11,27,22,6,1,0.35,1,0,1,1,8
24,19,28,3,7,15,1,2.71,0,1,1,1,15
25,19,14,2,24,22,0,1.89,1,0,1,0,13
20,14,1,2,27,18,1,0.02,0,0,1,1,23
2,16,20,17,15,16,0,13.37,0,1,0,0,7
10,24,17,23,28,8,0,146.55,0,1,1,1,27
9,10,19,20,12,19,1,25.47,0,0,1,1,0
19,25,21,9,10,22,1,19.58,0,0,0,0,11
8,17,14,10,5,14,0,0.04,0,1,1,1,11
18,22,10,19,0,9,1,0.23,0,1,0,0,22
25,7,1,1,27,23,1,0.05,0,1,0,0,11
18,12,15,1,1,25,0,7.33,0,1,1,1,10
11,21,19,1,6,3,0,0.0,0,0,0,0,5
7,14,22,26,14,10,0,1.32,1,0,1,0,17
17,15,2,10,20,0,0,0.53,0,0,1,1,8
1,7,0,5,13,4,1,1.19,1,0,0,0,10
14,25,15,7,1,4,1,0.61,0,0,1,1,23
26,11,17,3,16,9,0,5.41,0,1,0,0,-3
23,17,10,5,6,6,1,5.64,0,1,0,0,17
1,25,21,19,11,7,1,0.0,0,0,1,1,26
11,27,19,4,13,10,0,3.67,0,0,1,1,27
6,22,26,24,25,7,1,0.38,0,0,1,1,19
20,19,1,22,10,27,1,0.43,0,1,0,0,11
23,28,0,23,25,26,0,0.25,1,0,1,0,14
8,22,0,9,26,5,0,161.84,0,1,1,1,18
26,25,27,21,14,7,1,1.3,0,0,1,1,22
12,27,6,17,12,4,1,0.08,0,0,0,0,21
15,10,0,5,7,12,0,0.03,1,0,0,0,9
16,0,18,16,9,12,0,0.46,1,0,0,0,4
24,19,13,20,23,25,0,0.36,1,0,1,1,13
14,19,12,15,15,22,1,0.12,0,1,0,0,7
16,3,6,23,11,8,1,1.69,0,0,0,0,9
5,0,16,2,21,4,0,3.12,0,0,0,0,6
13,0,13,5,26,24,1,0.08,0,1,0,0,0
4,26,7,19,10,28,1,0.15,0,0,1,1,30
14,14,1,11,11,7,1,0.3,0,1,0,0,7
18,28,3,20,25,12,1,2.06,0,1,1,1,25
6,3,16,8,28,6,1,27.04,0,1,1,0,0
4,9,2,25,1,1,0,0.15,0,0,1,0,12
2,12,3,20,1,7,1,0.01,0,0,1,1,10
14,19,8,2,5,15,1,3.03,1,0,0,0,0
4,4,6,21,10,18,0,0.04,1,0,1,0,9
17,8,17,13,16,13,1,15.35,0,0,0,0,5
26,15,15,10,25,25,1,31.68,1,0,0,0,6
20,24,9,24,6,20,0,15.76,0,1,1,0,5
7,7,5,28,27,6,1,0.01,0,1,0,0,13
20,17,28,26,26,25,1,1.58,0,1,0,0,22
14,22,28,8,18,0,1,0.93,0,0,0,0,20
5,19,8,21,20,18,1,0.15,0,1,1,1,20
28,22,23,18,17,15,0,63.46,0,1,1,1,13
15,21,26,4,4,10,0,0.0,1,0,0,0,19
10,22,17,8,11,5,1,59.01,1,0,0,0,18
7,1,13,5,1,21,1,1.61,1,0,0,0,9
5,4,20,10,1,16,1,2.31,0,1,0,0,2
24,14,0,17,28,13,1,4.32,0,0,1,1,11
25,0,1,9,17,0,0,0.39,0,1,1,1,4
2,28,21,9,10,16,0,0.39,1,0,0,0,15
24,8,3,8,21,21,0,0.01,0,0,1,1,14
26,1,10,16,7,2,1,53.62,0,0,0,0,-5
28,16,10,15,23,10,0,0.16,0,0,0,0,15
8,19,24,2,8,1,0,0.32,0,1,0,0,2
20,28,24,24,12,9,1,0.11,0,1,1,0,26
26,25,14,28,4,6,0,0.3,1,0,0,0,15
10,12,10,4,7,10,0,0.55,1,0,0,0,15
25,10,6,9,17,0,0,0.0,1,0,0,0,4
26,3,10,28,12,4,1,2.37,1,0,0,0,9
28,15,28,8,13,19,1,23.0,0,0,1,1,14
18,11,25,0,22,7,0,17.66,0,1,1,1,11
16,20,6,1,15,0,1,0.0,0,0,1,1,25
19,5,19,5,9,4,1,16.27,1,0,0,0,1
9,11,7,13,0,1,0,22.61,0,1,0,0,-3
6,7,18,10,18,13,0,4.98,0,0,0,0,9
9,3,1,23,27,23,1,0.01,0,0,1,1,7
14,28,25,11,0,8,1,0.08,1,0,0,0,7
15,24,28,12,4,26,0,0.39,0,1,1,1,25
5,22,15,4,0,24,0,37.18,0,0,0,0,19
3,13,0,10,6,16,0,0.39,0,0,0,0,18
14,13,1,4,23,5,1,6.51,1,0,1,1,18
28,18,16,20,19,28,1,2.79,0,0,0,0,10
9,12,11,9,6,17,0,14.35,0,0,0,0,0
13,7,6,1,18,28,1,0.12,0,1,0,0,10
6,26,20,24,28,28,1,0.01,1,0,1,1,23
24,3,5,21,10,22,1,20.2,0,0,1,0,14
10,7,13,22,27,22,0,1.19,0,0,1,0,-3
26,9,28,12,10,5,1,30.39,0,1,0,0,0
25,24,15,1,12,5,0,210.91,1,0,0,0,18
6,28,12,6,6,20,1,0.52,0,1,1,1,15
8,9,24,17,21,9,0,0.17,0,1,1,1,0
11,7,25,15,11,11,0,0.13,1,0,0,0,10
7,22,14,8,10,10,0,47.25,0,1,1,0,19
20,6,0,9,25,23,0,0.15,0,0,0,0,7
21,17,3,12,11,18,1,0.22,0,1,0,0,8
2,25,13,6,27,11,1,5.25,1,0,1,0,14
1,7,22,26,21,26,0,0.01,1,0,1,1,0
13,16,15,28,14,4,1,0.12,1,0,0,0,11
18,14,8,22,7,6,0,0.16,1,0,1,1,10
6,15,9,22,5,24,0,0.41,0,1,0,0,0
26,19,24,11,13,15,0,0.0,0,0,0,1,10
23,3,25,18,25,9,0,0.64,0,1,1,1,8
23,21,10,14,9,25,1,0.0,1,0,0,0,7
21,14,4,25,20,8,0,0.35,0,1,0,0,1
14,24,20,26,18,23,0,1.14,1,0,1,1,14
8,17,9,24,12,17,1,9.3,1,0,1,1,19
12,20,5,4,7,13,0,0.0,0,1,0,0,20
24,20,4,6,18,22,0,12.99,0,0,0,0,15
18,6,22,19,1,11,0,1.33,0,1,1,0,-3
27,14,5,8,21,24,1,5.68,0,0,1,1,14
12,2,2,10,17,3,1,8.47,0,1,0,0,-3
18,10,21,6,7,12,1,66.49,0,0,0,0,6
8,14,7,11,0,1,0,0.93,1,0,0,0,9
9,21,10,3,11,9,1,462.87,0,1,0,0,18
15,12,5,7,25,14,1,1.36,0,1,1,1,7
12,4,21,16,12,6,0,1.87,1,0,1,0,6
3,28,2,10,27,5,0,16.36,0,0,0,0,18
24,26,19,10,12,23,1,7.48,0,0,0,0,16
4,9,26,17,0,1,1,0.0,0,0,0,0,6
2,28,16,20,4,7,1,0.05,1,0,1,1,26
12,0,8,3,7,12,1,0.05,0,0,0,0,4
22,13,25,10,8,17,1,0.21,1,0,1,1,12
27,3,8,10,6,6,0,0.93,0,1,1,0,-2
9,19,21,24,10,3,1,3.93,0,1,0,0,8
9,7,26,23,27,7,0,2.8,1,0,0,0,11
2,2,5,11,17,15,1,6.04,0,1,1,1,12
13,12,20,10,17,15,0,21.84,0,1,1,1,7
21,16,0,26,2,22,1,2.36,0,0,1,0,15
8,17,2,1,5,21,1,121.66,0,0,1,1,10
27,2,14,19,8,13,0,0.01,0,0,1,0,-5
22,1,16,2,16,16,1,0.01,0,0,1,1,8
17,27,22,16,14,25,0,0.02,0,0,1,1,23
17,17,24,21,2,20,0,0.02,1,0,1,1,15
15,3,5,0,3,2,1,1.13,1,0,1,1,11
12,6,21,9,17,7,0,3.69,1,0,0,0,7
4,21,3,20,0,16,1,1.93,1,0,0,0,2
25,19,15,2,19,26,0,0.66,1,0,0,0,20
18,18,24,14,7,23,1,0.76,1,0,0,0,21
12,20,5,4,3,15,0,0.12,0,1,1,1,15
15,28,27,14,13,22,0,0.02,0,0,0,0,19
4,24,8,10,3,21,1,0.0,0,0,0,0,19
12,9,6,23,26,16,1,44.64,1,0,0,0,-3
1,20,6,13,7,23,1,0.11,0,0,1,1,18
13,23,10,3,15,3,1,0.7,0,0,1,1,23
7,17,11,25,24,22,1,0.0,0,0,1,1,5
7,24,21,9,15,1,0,0.26,0,1,1,1,30
26,23,8,20,11,24,0,2.41,0,0,1,0,21
11,14,27,14,13,19,0,0.23,0,1,0,0,4
20,19,14,13,22,8,0,42.13,0,1,0,0,12
20,27,12,2,6,9,0,0.03,1,0,1,0,17
15,11,22,5,21,28,1,0.0,0,0,1,1,17
9,14,4,23,20,23,1,48.66,0,0,0,0,11
27,4,9,8,25,27,0,277.25,1,0,0,0,11
20,5,5,27,3,9,1,2.38,0,0,0,0,8
12,17,2,2,16,8,1,0.35,0,1,0,0,3
9,4,10,2,5,16,0,0.48,0,1,1,0,9
19,18,18,17,4,17,0,0.04,1,0,0,0,22
6,0,19,4,21,10,1,12.2,0,1,0,0,11
19,13,6,7,11,10,1,0.18,1,0,1,1,8
3,28,25,22,24,2,0,1263.73,1,0,1,1,27
20,15,24,20,18,14,0,0.26,1,0,1,1,23
27,5,23,26,5,23,0,1.09,0,0,1,0,11
23,8,27,20,7,23,0,93.91,1,0,1,0,9
12,18,26,23,11,25,1,2.74,0,1,0,0,8
12,10,12,23,9,26,0,0.01,0,0,0,0,7
5,9,25,4,22,18,1,0.07,0,1,1,1,8
26,24,8,1,23,7,1,0.01,1,0,0,0,24
6,3,8,11,24,12,1,0.1,0,0,0,0,0
21,1,3,28,11,22,0,4.16,0,0,1,0,-8
5,9,23,3,28,4,1,0.04,0,0,1,1,9
9,28,9,6,21,1,1,0.36,1,0,1,1,32
16,23,26,17,22,16,1,58.31,0,1,1,1,22
19,18,11,16,19,22,0,12.04,0,0,0,0,3
13,7,4,19,5,24,1,16.32,0,1,1,1,10
27,1,13,7,3,22,1,2.04,1,0,1,1,11
21,22,4,22,22,3,1,10.0,0,0,0,0,11
0,23,12,7,26,18,1,2.57,1,0,1,0,14
25,10,19,12,12,6,0,32.68,0,0,1,0,7
13,2,28,7,13,0,0,2.44,0,0,1,0,8
7,24,18,21,8,27,1,3.01,1,0,0,0,15
2,9,1,15,11,5,0,0.96,1,0,1,1,4
13,8,12,2,27,21,1,0.1,1,0,0,0,10
2,18,17,10,21,6,0,36.87,0,0,0,0,13
14,17,7,6,25,9,0,1.5,0,0,0,0,13
7,18,2,15,16,14,0,44.71,1,0,1,1,6
18,15,27,11,23,13,0,0.03,0,1,0,0,12
5,1,12,1,14,16,1,0.17,1,0,1,0,7
17,11,2,8,21,11,1,0.39,0,1,0,0,15
2,28,17,3,23,24,1,3.94,1,0,0,0,17
10,11,3,21,24,23,1,3.29,1,0,1,1,14
7,28,26,1,6,25,1,0.27,0,1,1,1,26
27,11,18,12,24,1,1,1.54,0,1,1,0,18
3,14,15,4,27,4,1,1.72,0,1,0,0,4
16,10,23,16,7,5,1,0.1,0,1,1,1,0
25,22,19,3,2,9,0,1.55,1,0,1,0,16
10,12,14,24,28,3,1,0.03,0,1,0,0,16
1,13,15,27,23,26,1,0.2,1,0,0,0,11
20,13,5,18,0,9,1,0.19,1,0,1,1,10
10,19,24,10,13,22,0,28.73,0,1,0,0,3
27,25,15,17,21,6,1,12.02,1,0,1,1,13
7,6,15,25,26,8,0,1.44,0,1,0,0,1
22,20,0,15,1,17,1,21.86,0,0,0,0,8
4,5,14,1,26,19,0,115.33,0,0,0,0,-2
9,12,20,13,2,23,1,0.01,0,0,0,0,0
3,23,2,15,4,15,1,101.02,0,1,0,0,7
22,8,5,5,20,5,0,70.23,0,1,0,0,4
9,23,4,23,24,22,0,0.02,0,1,0,0,14
0,28,16,27,11,4,1,70.08,1,0,0,0,19
7,17,25,8,10,2,0,4.05,0,1,1,1,7
4,5,26,23,6,10,1,1.75,0,0,1,1,6
17,10,0,22,3,2,1,3.98,1,0,1,1,11
5,20,24,27,24,0,1,20.54,0,0,0,0,16
12,8,7,21,12,8,0,2.81,1,0,1,1,15
28,24,4,2,11,12,1,30.52,0,0,1,1,24
5,25,10,14,22,19,0,0.03,0,1,0,0,18
16,10,21,9,13,26,0,36.14,0,1,1,1,3
16,10,17,23,7,17,0,23.25,1,0,0,0,5
18,9,10,9,5,3,1,4489.66,1,0,0,0,4
18,18,18,23,8,16,1,0.53,0,1,1,1,6
21,17,19,24,0,18,0,1.3,0,0,0,0,13
23,3,11,20,22,15,0,0.04,0,0,1,0,0
20,25,0,7,4,24,1,0.71,1,0,1,0,8
9,4,13,11,27,15,1,0.38,1,0,0,0,9
6,3,12,25,23,21,1,2.34,0,1,1,1,11
28,2,10,26,3,22,0,23.12,0,0,0,0,10
14,17,9,10,28,25,1,11.26,0,1,0,0,7
18,10,0,8,21,13,0,49.65,0,0,1,1,4
12,28,20,5,9,0,0,0.99,0,0,0,0,16
19,11,20,18,7,21,0,0.87,0,0,1,0,9
9,28,4,7,26,6,0,369.85,0,1,0,0,17
14,22,23,13,24,26,1,5.63,0,1,0,0,21
7,4,14,3,21,9,1,6.18,0,1,0,0,0
27,10,8,24,15,7,1,0.95,0,0,0,0,11
24,13,17,10,1,26,0,14.41,1,0,0,0,1
21,4,12,11,13,14,0,1.05,0,0,1,1,0
17,21,0,10,15,16,0,35.95,0,0,1,1,17
5,17,15,8,8,11,1,0.69,0,1,1,1,14
21,7,14,18,6,5,0,0.24,0,0,1,1,12
13,4,6,4,11,15,0,203.81,1,0,0,0,-6
1,2,28,8,14,18,0,3.42,1,0,0,0,-2
26,20,3,23,20,25,0,0.5,0,1,1,1,19
28,21,16,26,1,10,0,0.01,1,0,1,0,11
17,27,11,11,1,24,1,0.01,0,0,0,0,20
5,16,23,3,26,18,1,0.01,0,1,1,1,15
17,25,7,11,26,14,1,2.46,1,0,0,0,6
25,11,10,23,1,12,1,0.36,1,0,0,0,7
28,2,17,2,27,27,0,69.34,0,1,0,0,8
13,15,15,20,14,12,0,0.14,1,0,0,0,9
6,9,10,23,7,1,1,5.25,0,1,1,0,5
4,2,8,20,12,26,0,0.68,1,0,1,1,0
1,19,28,0,18,9,0,0.02,0,0,0,0,8
24,21,28,9,4,1,1,0.22,0,0,0,0,11
18,5,18,18,22,4,1,0.02,0,0,1,0,0
18,3,16,9,8,27,1,0.37,0,0,0,0,9
24,25,6,3,12,12,1,11.09,0,0,1,1,25
26,0,16,4,4,24,1,11.39,1,0,1,1,6
2,27,19,22,3,27,1,3.16,1,0,1,0,18
16,3,18,7,25,18,1,6.62,0,0,0,0,9
1,26,22,17,28,4,0,11.29,0,0,0,0,18
12,13,17,17,22,22,0,0.26,0,1,0,0,11
28,14,3,7,20,25,1,3.5,1,0,1,1,19
16,5,6,28,27,11,1,0.5,1,0,0,0,5
4,14,16,24,18,15,0,1.72,0,0,0,0,6
25,3,18,28,21,11,1,17.43,0,0,1,1,-2
8,23,12,25,8,11,0,0.04,1,0,0,0,16
19,18,0,20,10,13,1,2.45,1,0,1,1,13
26,25,12,0,19,19,0,33.68,0,1,1,0,16
13,6,5,26,4,26,1,1.93,0,0,0,0,10
25,1,18,19,13,7,0,324.19,0,1,0,0,-6
27,14,18,4,28,9,1,0.25,0,0,1,1,10
16,26,17,13,23,27,0,24.78,0,1,0,0,17
26,26,0,17,7,5,0,1.83,0,1,0,0,21
8,21,3,23,2,14,1,0.37,0,0,1,0,18
21,16,11,8,27,22,1,3.25,0,1,1,1,25
3,11,12,13,13,8,1,1.05,0,1,0,0,0
15,0,4,11,23,12,1,2.13,0,1,1,1,7
19,12,8,8,28,26,1,0.17,1,0,1,1,7
13,26,15,12,18,27,0,0.89,0,1,0,0,24
9,18,10,12,8,2,1,0.12,0,0,0,0,14
19,2,13,16,15,24,1,26.67,1,0,0,0,4
3,26,28,11,6,8,1,6.06,0,1,1,0,19
10,0,25,24,8,10,1,0.0,0,1,1,0,4
28,1,25,1,18,9,0,18.17,1,0,1,1,10
11,13,1,26,26,3,0,0.15,0,1,1,0,1
17,20,15,8,20,3,1,0.01,1,0,0,0,21
1,6,17,14,23,17,0,36.94,1,0,1,0,6
23,19,26,18,13,25,0,0.13,0,0,1,1,23
19,23,20,10,17,27,0,36.77,0,1,0,0,20
27,18,7,14,7,15,0,0.07,0,1,0,0,9
24,22,13,13,0,21,0,4.72,1,0,0,0,15
16,22,14,21,0,8,0,1.02,0,1,1,1,10
25,9,25,3,21,20,0,0.02,0,0,1,1,6
28,1,20,3,4,18,1,0.74,1,0,1,0,1
26,0,22,21,12,5,1,3.0,1,0,1,1,1
18,9,3,10,21,18,1,0.0,0,0,0,0,1
14,12,23,2,18,20,0,492.35,0,0,1,0,14
11,9,26,7,25,23,1,5.73,1,0,1,0,-4
20,23,17,9,15,6,1,32.32,0,1,0,0,18
2,27,8,7,26,25,0,0.39,0,0,0,0,16
22,26,12,8,10,17,0,34.5,0,0,0,0,14
12,27,27,27,6,2,0,0.71,0,1,0,0,19
25,23,12,20,25,7,1,0.23,0,1,0,0,8
16,15,22,2,9,28,1,2.87,0,0,0,0,9
1,4,6,13,4,9,1,601.44,0,1,0,0,1
16,6,24,24,17,12,1,0.2,0,0,0,0,11
15,15,10,11,27,15,1,0.04,0,0,1,0,13
14,17,17,5,16,19,1,0.9,0,0,1,1,14
28,12,21,12,17,14,0,92.39,0,0,0,0,16
15,16,25,11,13,12,0,0.02,0,1,1,1,21
17,4,18,27,0,7,1,2.45,0,0,0,0,-1
20,0,27,2,15,16,1,6.64,0,0,0,0,4
1,22,28,21,25,20,1,0.42,0,0,1,1,12
15,0,23,0,6,8,0,2503.09,0,1,0,0,7
12,27,7,17,0,2,0,1.07,1,0,0,0,20
23,14,22,1,22,16,0,294.18,1,0,0,0,0
4,23,4,27,9,3,1,4.7,0,1,0,0,18
5,6,3,28,8,21,0,8.4,1,0,1,1,6
7,25,1,7,8,8,1,0.93,0,0,0,0,16
1,9,16,24,1,14,0,1121.44,0,1,1,0,1
25,4,27,15,6,18,1,1.91,0,0,0,0,5
24,1,2,11,3,18,1,0.84,0,1,0,0,12
19,12,16,0,20,20,1,1.73,0,0,0,0,12
7,21,10,13,13,22,0,3.23,0,0,1,1,15
1,9,17,23,24,12,0,1.29,1,0,0,0,5
23,0,10,1,19,15,0,1.08,0,0,1,0,-2
9,10,14,28,25,16,1,1925.37,0,1,1,0,4
9,17,12,27,6,22,1,23.97,1,0,1,0,2
26,12,21,3,0,0,0,95.13,0,1,0,0,6
0,7,15,9,18,23,1,0.43,0,1,0,0,-2
8,8,18,21,11,9,0,0.01,1,0,0,0,18
1,10,7,1,9,26,0,0.4,1,0,1,1,10
4,12,2,1,11,6,1,0.01,1,0,1,1,18
16,1,0,15,19,24,1,33.97,0,0,1,1,1
12,19,18,23,6,16,0,103.19,0,0,1,1,12
23,19,19,9,1,26,0,25.52,0,1,1,1,15
14,23,27,10,9,5,1,0.01,0,0,0,0,4
21,20,10,26,10,23,1,31.27,0,0,0,0,17
21,2,21,10,23,11,1,0.27,1,0,0,0,6
7,17,25,7,28,26,0,3.61,0,0,1,0,19
0,6,0,3,24,20,0,1.51,0,0,0,0,3
26,7,11,24,26,16,0,0.55,1,0,0,0,14
10,26,4,19,9,24,1,159.35,1,0,1,0,13
13,4,7,5,12,15,1,164.05,1,0,1,1,5
18,18,17,7,12,11,0,0.01,0,1,0,0,21
6,22,23,18,13,6,0,0.12,0,1,0,0,18
25,4,13,3,0,16,0,0.32,0,1,1,1,13
2,23,28,24,5,21,1,0.16,1,0,1,1,6
25,3,27,19,0,21,1,0.61,1,0,0,0,9
28,9,2,7,15,8,1,18.92,1,0,1,1,10
23,15,2,10,27,24,0,19.4,1,0,1,1,6
17,8,7,12,13,7,0,4.6,1,0,0,0,-1
19,19,27,23,1,19,1,14.59,0,0,1,0,14
23,20,9,8,3,22,0,1.9,0,1,0,0,5
9,6,5,7,23,4,1,0.46,0,0,1,0,6
22,16,15,13,9,5,1,41.0,1,0,0,0,13
12,7,6,20,21,20,0,0.46,0,0,0,0,10
13,18,2,19,20,3,1,0.73,0,1,0,0,0
7,28,25,16,27,0,0,16.37,1,0,1,1,20
21,15,2,12,27,2,0,11.56,1,0,0,0,17
17,16,2,20,21,17,0,25.54,0,0,1,1,13
19,8,19,2,21,27,1,1.04,0,1,0,0,0
8,24,6,9,28,8,1,0.29,0,0,0,0,5
21,26,3,24,4,4,1,0.02,0,1,0,0,20
21,2,1,20,27,18,0,5.98,1,0,1,1,11
5,25,10,12,16,19,1,0.14,0,0,0,0,13
7,9,16,18,17,11,0,0.78,1,0,1,1,0
11,9,13,24,21,22,1,2.61,1,0,1,1,16
28,0,21,24,23,25,0,0.0,0,0,1,0,-5
1,7,4,28,5,15,1,1.05,1,0,0,0,2
19,0,13,20,15,12,1,2.39,1,0,0,0,12
6,28,10,3,17,0,1,0.11,0,1,1,1,17
19,6,10,21,13,14,0,3.73,1,0,1,1,-3
1,11,14,23,9,12,0,0.11,1,0,1,1,-1
7,12,21,21,18,7,0,4.82,0,1,1,1,18
19,25,13,22,27,20,0,1.07,1,0,1,1,16
3,11,1,21,9,20,1,0.17,0,0,1,1,7
9,24,14,26,1,25,1,1.32,1,0,1,1,19
2,4,4,20,6,9,0,2.63,0,1,0,0,0
18,19,20,21,8,27,0,0.06,1,0,1,0,9
11,17,19,6,15,27,1,11.37,0,0,0,0,3
